id_aluno,idade_aluno_2020,fase_2021,turma_2021,ponto_virada_2021,pedra_2021,ian_2021,ida_2021,ieg_2021,iaa_2021,ips_2021,ipp_2021,ipv_2021,inde_2021,instituicao_ensino_aluno_2021,sinalizador_ingressante_2021,rec_equipe_1_2021,rec_equipe_2_2021,rec_equipe_3_2021,rec_equipe_4_2021,nivel_ideal_2021,defasagem_2021
pm-451,9,1.0,E,Não,Ágata,5.0,1.0,5.0,8.5,7.5,8.3,7.7,5.667,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-452,,1.0,G,Não,Ametista,5.0,4.8,8.8,7.0,7.5,8.1,8.3,7.118,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-455,9,2.0,F,Não,Ametista,10.0,4.9,7.1,8.5,7.5,7.3,7.2,7.154,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-463,12,4.0,G,Não,Topázio,10.0,7.0,8.3,9.6,7.5,8.8,8.2,8.292,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 3 (7o e 8o ano),1.0
pm-465,,0.0,S,Não,Ametista,5.0,7.6,10.0,8.5,7.5,7.8,8.6,8.123,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-468,10,2.0,N,Não,Ágata,10.0,3.6,6.3,7.0,7.5,7.7,7.0,6.583,Escola Pública,Ingressante,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-469,12,4.0,A,Não,Ágata,10.0,6.4,6.7,6.3,7.5,7.3,5.2,6.759,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Nível 3 (7o e 8o ano),1.0
pm-474,10,2.0,H,Não,Ametista,10.0,4.6,7.5,9.0,7.5,7.1,7.2,7.215,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-477,12,2.0,L,Não,Quartzo,5.0,4.3,5.8,0.0,7.5,7.3,5.9,5.185,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-482,12,2.0,F,Sim,Topázio,5.0,9.1,10.0,10.0,7.5,9.8,9.8,9.021,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-483,11,2.0,G,Não,Ametista,5.0,8.1,8.3,9.5,5.0,7.9,8.1,7.644,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-485,,3.0,D,Não,Ágata,5.0,5.0,6.1,7.1,7.5,7.3,7.4,6.387,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1.0
pm-486,12,2.0,C,Não,Quartzo,5.0,6.0,6.3,0.0,7.5,6.7,5.7,5.511,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-487,8,0.0,S,Não,Ametista,5.0,7.1,6.7,10.0,7.5,7.8,8.3,7.44,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-488,13,3.0,R,Não,Ágata,5.0,3.0,5.3,8.3,7.5,7.1,5.5,5.539,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1.0
pm-490,14,4.0,A,Não,Ametista,5.0,6.5,7.8,8.8,6.9,7.3,7.0,7.044,Rede Decisão,Ingressante,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Nível 6 (2o EM),-2.0
pm-494,,1.0,C,Sim,Topázio,5.0,7.2,9.2,9.5,7.5,8.8,9.6,8.268,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-496,11,4.0,A,Não,Ametista,10.0,7.5,6.7,9.6,7.5,8.3,7.7,7.895,Rede Decisão,Ingressante,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Nível 3 (7o e 8o ano),1.0
pm-497,,2.0,K,Não,Ametista,5.0,6.6,8.3,9.0,7.5,8.1,8.2,7.599,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-498,,3.0,H,Não,Ágata,10.0,3.8,3.9,9.6,5.0,7.3,5.1,5.735,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-499,11,2.0,A,Não,Ametista,5.0,7.1,7.1,9.0,7.5,7.5,8.8,7.497,Rede Decisão,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-500,16,7.0,A,Não,Ametista,10.0,6.4,8.9,9.2,5.6,8.1,7.6,7.878,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Nível 7 (3o EM),0.0
pm-502,13,4.0,G,Não,Ágata,10.0,3.9,4.7,10.0,7.5,8.8,7.5,6.853,Escola Pública,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 4 (9o ano),0.0
pm-503,8,0.0,J,Não,Ametista,5.0,6.9,10.0,9.5,7.5,7.5,8.4,8.008,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-506,7,0.0,J,,,10.0,4.1,0.0,7.4,5.0,0.0,0.0,,Escola Pública,Veterano,Não avaliado,Não avaliado,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-507,13,4.0,E,Não,Ágata,10.0,2.8,3.9,9.6,5.0,7.2,5.3,5.58,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Nível 4 (9o ano),0.0
pm-511,,0.0,S,Não,Ametista,5.0,6.6,8.3,7.5,7.5,7.5,7.8,7.296,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-512,14,4.0,A,Sim,Ametista,5.0,7.0,8.6,8.3,7.5,8.8,9.5,7.972,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 5 (1o EM),-1.0
pm-513,9,1.0,F,Não,Ametista,5.0,6.1,7.5,8.5,7.5,7.7,8.4,7.285,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-518,16,7.0,A,Não,Ametista,10.0,7.9,6.7,9.6,7.5,8.1,7.7,7.971,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),0.0
pm-520,10,3.0,L,Não,Topázio,10.0,7.2,9.7,7.9,5.6,9.0,8.9,8.414,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),1.0
pm-521,10,2.0,E,Não,Ametista,10.0,5.3,4.6,9.5,7.5,8.5,8.7,7.254,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-522,11,2.0,P,Não,Ágata,5.0,3.8,4.2,8.5,7.5,7.5,7.1,5.868,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-523,,3.0,D,Não,Ametista,10.0,6.4,5.6,7.9,7.5,6.9,7.3,7.082,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-524,9,1.0,E,Sim,Topázio,5.0,8.4,9.2,9.5,7.5,8.8,9.6,8.494,Escola Pública,Veterano,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-526,,1.0,F,Não,Ametista,5.0,7.8,8.8,8.5,7.5,7.7,7.3,7.626,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-527,16,6.0,C,Não,Ametista,5.0,7.1,7.2,9.2,7.5,8.6,8.7,7.62,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),-1.0
pm-529,,1.0,N,Não,Ametista,5.0,8.0,9.6,8.0,7.5,8.1,8.6,8.09,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-531,16,5.0,A,Não,Ametista,5.0,5.7,8.3,8.8,7.5,7.8,7.5,7.223,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 7 (3o EM),-2.0
pm-533,13,3.0,B,Não,Ágata,5.0,4.9,5.3,9.2,7.5,7.8,4.9,5.956,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 4 (9o ano),-1.0
pm-536,,1.0,R,Não,Quartzo,5.0,3.1,1.7,8.0,7.5,6.7,4.6,4.586,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-537,,0.0,M,Não,Quartzo,5.0,3.4,4.2,6.3,7.5,5.0,4.6,4.808,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-538,,2.0,J,Não,Quartzo,5.0,1.1,5.0,9.0,5.0,5.2,5.9,4.824,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-540,12,2.0,I,Não,Ágata,5.0,4.5,5.4,8.5,7.5,7.5,6.2,6.078,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-541,13,4.0,L,Não,Ametista,10.0,6.8,6.9,9.2,7.5,8.1,8.0,7.835,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase,Nível 4 (9o ano),0.0
pm-542,,0.0,R,Não,Ametista,5.0,7.0,8.3,8.0,7.5,7.8,8.3,7.565,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-544,12,2.0,R,Não,Ametista,5.0,6.7,7.9,9.0,6.3,8.1,7.7,7.292,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-546,18,6.0,A,Não,Ágata,5.0,4.0,7.2,10.0,2.5,4.6,6.3,5.728,Escola Pública,Veterano,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Nível 8 (Universitários),-2.0
pm-547,14,4.0,G,Não,Ágata,5.0,7.1,6.4,7.5,6.3,8.0,7.1,6.8,Escola Pública,Veterano,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Nível 5 (1o EM),-1.0
pm-548,,0.0,S,Sim,Topázio,10.0,5.3,10.0,9.5,7.5,7.8,9.5,8.431,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-550,,0.0,S,Sim,Ametista,5.0,6.9,8.3,10.0,7.5,7.2,9.3,7.873,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-555,10,2.0,J,Não,Topázio,10.0,6.6,10.0,7.4,8.1,8.5,8.8,8.489,Escola Pública,Veterano,Mantido na Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-557,12,2.0,M,Não,Ametista,5.0,5.9,8.3,9.0,6.9,8.1,8.9,7.543,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-560,10,2.0,N,Não,Ágata,10.0,3.2,4.6,9.5,7.5,8.1,7.1,6.489,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-561,13,3.0,G,Não,Quartzo,5.0,4.0,1.1,7.9,7.5,6.9,4.9,4.74,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 5 (1o EM),-2.0
pm-562,9,2.0,L,Não,Topázio,10.0,9.2,7.9,7.5,7.5,8.8,8.1,8.418,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-563,,0.0,T,Sim,Topázio,5.0,7.1,10.0,9.5,7.5,8.1,9.7,8.371,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-564,13,4.0,E,Não,Ágata,10.0,2.8,3.9,10.0,7.5,7.2,4.8,5.755,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 4 (9o ano),0.0
pm-565,,1.0,N,Sim,Topázio,10.0,5.8,8.8,10.0,7.5,8.1,9.6,8.385,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0.0
pm-566,,5.0,B,Não,Ametista,10.0,7.9,7.8,8.8,7.5,8.4,7.6,8.133,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Nível 5 (1o EM),0.0
pm-567,,0.0,Q,Não,Ágata,10.0,5.0,5.8,8.0,7.5,7.2,7.3,6.885,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-569,8,1.0,B,Não,Topázio,10.0,7.0,10.0,10.0,7.5,7.5,8.7,8.644,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0.0
pm-570,11,1.0,R,Não,Quartzo,5.0,2.0,3.3,9.5,7.5,7.7,5.1,5.049,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-2.0
pm-571,,3.0,D,Não,Ametista,5.0,7.6,7.2,6.7,7.5,7.7,7.9,7.246,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1.0
pm-572,,0.0,Q,Sim,Topázio,10.0,6.7,10.0,7.5,7.5,8.4,10.0,8.681,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-574,16,6.0,C,Não,Ametista,5.0,5.7,8.6,8.8,7.5,8.0,7.8,7.336,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),-1.0
pm-578,,0.0,Q,Sim,Ametista,10.0,5.2,6.7,8.5,7.5,7.2,9.0,7.49,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-579,10,2.0,H,Não,Ametista,10.0,5.4,6.3,8.5,7.5,7.5,8.2,7.332,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-583,14,4.0,A,Não,Ágata,5.0,5.8,5.6,6.7,7.5,7.7,7.9,6.535,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase + Bolsa,Promovido de Fase,Promovido de Fase,Nível 5 (1o EM),-1.0
pm-584,,1.0,C,Não,Ametista,5.0,2.7,8.8,9.0,7.5,8.1,8.9,7.039,Escola Pública,Ingressante,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-585,15,2.0,F,Não,Quartzo,2.5,0.4,1.3,0.0,4.4,6.6,5.3,2.735,Escola Pública,Veterano,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Nível 5 (1o EM),-3.0
pm-586,10,1.0,J,Não,Ametista,5.0,7.1,9.6,8.5,7.5,8.1,8.9,8.019,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-588,8,1.0,E,Não,Topázio,10.0,7.8,9.6,10.0,7.5,8.8,8.9,8.881,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0.0
pm-589,11,1.0,R,Não,Ametista,5.0,6.4,8.3,7.4,7.5,8.1,8.3,7.413,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-2.0
pm-594,11,1.0,C,Não,Ametista,5.0,4.8,9.2,9.5,7.5,7.9,8.4,7.476,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-2.0
pm-595,,0.0,S,Sim,Topázio,10.0,6.9,10.0,9.5,7.5,7.8,9.8,8.806,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-596,,1.0,N,Não,Ágata,5.0,3.0,6.7,10.0,7.5,8.1,6.9,6.374,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-602,11,1.0,E,Não,Quartzo,5.0,2.3,4.6,0.0,7.5,8.4,7.3,4.94,Escola Pública,Ingressante,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-2.0
pm-603,13,1.0,R,Não,Ágata,5.0,3.3,9.2,0.0,3.1,8.1,8.3,5.787,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-2.0
pm-608,14,4.0,A,Não,Ametista,5.0,8.5,7.2,7.1,5.0,7.7,8.5,7.31,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Nível 5 (1o EM),-1.0
pm-610,,5.0,B,Não,Ametista,5.0,5.8,6.4,8.8,7.5,8.4,7.5,6.913,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 6 (2o EM),-1.0
pm-613,11,1.0,R,Não,Ametista,5.0,5.5,9.2,9.5,3.1,8.3,8.3,7.196,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-615,8,1.0,B,Não,Topázio,10.0,7.4,8.8,9.0,7.5,7.5,8.7,8.358,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0.0
pm-617,,0.0,T,Sim,Topázio,10.0,5.9,10.0,9.0,7.5,8.1,9.7,8.583,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-619,10,2.0,N,Não,Ágata,10.0,4.6,5.0,7.9,7.5,7.7,7.2,6.682,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-620,,1.0,C,Não,Quartzo,5.0,0.0,1.3,0.0,7.5,6.3,4.1,2.942,Escola Pública,Ingressante,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-622,12,3.0,F,Não,Quartzo,10.0,0.7,3.6,10.0,7.5,6.9,4.5,5.193,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-624,15,3.0,F,Não,Ágata,2.5,5.1,5.0,7.1,7.5,7.1,6.5,5.742,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 6 (2o EM),-3.0
pm-627,,0.0,S,Não,Ametista,5.0,6.9,8.3,8.0,7.5,7.5,8.0,7.442,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-628,,0.0,O,Não,Ametista,5.0,5.9,8.3,9.0,7.5,7.5,8.4,7.438,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-632,,0.0,S,Não,Ágata,5.0,3.4,5.0,9.0,7.5,7.5,6.5,5.888,Escola Pública,Ingressante,Mantido na Fase atual,Não avaliado,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-634,12,1.0,A,Não,Quartzo,5.0,2.4,2.1,6.3,6.3,4.4,3.3,3.754,Escola JP II,Veterano,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-2.0
pm-635,15,5.0,F,Não,Quartzo,5.0,4.8,3.3,4.6,5.0,5.9,4.0,4.494,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 6 (2o EM),-1.0
pm-638,13,2.0,I,Não,Ágata,5.0,6.1,6.3,8.5,6.9,7.5,7.7,6.783,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-2.0
pm-642,9,1.0,C,Não,Ametista,5.0,6.4,7.5,8.5,6.3,6.9,8.2,7.082,Escola Pública,Veterano,Alocado em Fase anterior,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-644,10,2.0,A,Sim,Topázio,10.0,9.4,10.0,10.0,5.0,8.5,9.7,9.163,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-645,8,0.0,J,Não,Ágata,5.0,5.3,6.7,10.0,7.5,7.5,6.2,6.633,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-646,11,2.0,D,Não,Ametista,5.0,6.6,7.9,9.0,7.5,7.7,7.8,7.396,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-647,11,2.0,R,Não,Quartzo,5.0,0.0,1.7,9.5,5.0,7.3,4.3,3.868,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-653,,0.0,M,Não,Ametista,10.0,4.9,5.8,9.0,7.5,7.5,7.0,6.942,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-657,11,2.0,P,Sim,Ametista,5.0,8.5,6.3,9.5,7.5,9.0,10.0,8.046,Escola Pública,Veterano,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-658,,0.0,N,Não,Ágata,5.0,2.8,4.2,9.5,7.5,7.8,6.2,5.615,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase + Bolsa,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-659,11,3.0,B,Não,Quartzo,10.0,1.3,3.6,8.3,7.5,7.8,5.1,5.348,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-660,,5.0,B,Não,Quartzo,5.0,5.3,4.7,8.3,0.0,7.9,6.0,5.336,Escola Pública,Ingressante,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Não avaliado,Nível 7 (3o EM),-2.0
pm-663,10,2.0,D,Não,Quartzo,10.0,3.3,2.9,7.8,7.5,6.7,5.2,5.479,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-664,15,5.0,A,Sim,Topázio,5.0,9.3,8.6,10.0,7.5,8.8,9.9,8.681,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 6 (2o EM),-1.0
pm-668,10,2.0,J,Não,Ágata,10.0,4.5,5.8,8.0,7.5,7.5,6.8,6.722,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-670,16,6.0,A,Sim,Ametista,5.0,7.9,7.5,7.9,7.5,9.2,9.2,7.872,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),-1.0
pm-671,10,1.0,E,Não,Ametista,5.0,7.4,9.6,9.0,6.3,8.3,8.5,7.963,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-672,9,1.0,N,Não,Quartzo,5.0,2.3,3.3,9.5,7.5,7.7,6.6,5.411,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-675,,5.0,B,Não,Quartzo,10.0,0.0,2.8,8.3,7.5,7.5,3.6,4.6,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase + Bolsa,Não avaliado,Nível 5 (1o EM),0.0
